ENTITY_ID,email_address,location,ip_address,account_balance,EVENT_TIMESTAMP,account_id,phone_number,transaction_id,EVENT_ID,transaction_date,transaction_amount,ENTITY_TYPE,email,transaction_type,transaction_duration
user-123,user@example.com,San Jose,73.108.76.238,4875.86,2025-04-14T18:00:00Z,AC00202,19204759351,TX000038,event-001,5:53:00 PM,649.28,customer,dduan6@wisc.edu,Debit,137
user-123,user@example.com,Mesa,49.29.37.185,7914.88,2025-04-14T18:00:00Z,AC00478,15623103722,TX000039,event-001,5:07:00 PM,795.31,customer,rshart@wisc.edu,Debit,90
user-123,user@example.com,Oklahoma City,49.20.211.229,1019.39,2025-04-14T18:00:00Z,AC00405,15623103722,TX000040,event-001,5:17:00 PM,335.63,customer,rshart@wisc.edu,Debit,216
user-123,user@example.com,San Antonio,6.234.101.35,4323.66,2025-04-14T18:00:00Z,AC00421,19204759351,TX000041,event-001,6:39:00 PM,328.47,customer,dduan6@wisc.edu,Debit,119
user-123,user@example.com,Philadelphia,109.105.179.186,14214.48,2025-04-14T18:00:00Z,AC00480,15623103722,TX000042,event-001,4:13:00 PM,34.02,customer,rshart@wisc.edu,Debit,19
user-123,user@example.com,Charlotte,60.89.202.192,13357.02,2025-04-14T18:00:00Z,AC00120,16089822157,TX000043,event-001,6:57:00 PM,241.42,customer,wlee298@wisc.edu,Credit,116
user-123,user@example.com,Tucson,173.135.78.201,241.79,2025-04-14T18:00:00Z,AC00117,19207503166,TX000044,event-001,4:03:00 PM,55.32,customer,jalarsen5@wisc.edu,Debit,117
user-123,user@example.com,Louisville,77.208.193.198,868.61,2025-04-14T18:00:00Z,AC00011,19207503166,TX000045,event-001,4:52:00 PM,304.31,customer,jalarsen5@wisc.edu,Debit,33
user-123,user@example.com,Chicago,197.162.55.147,4673.28,2025-04-14T18:00:00Z,AC00401,16089822157,TX000046,event-001,5:49:00 PM,435.27,customer,wlee298@wisc.edu,Debit,90
user-123,user@example.com,Baltimore,113.115.81.178,1509.27,2025-04-14T18:00:00Z,AC00282,19207503166,TX000047,event-001,4:01:00 PM,164.49,customer,jalarsen5@wisc.edu,Debit,75
user-123,user@example.com,Oklahoma City,186.135.2.148,781.7,2025-04-14T18:00:00Z,AC00439,19204759351,TX000048,event-001,4:29:00 PM,510.24,customer,dduan6@wisc.edu,Debit,105
user-123,user@example.com,Denver,93.146.251.20,265.51,2025-04-14T18:00:00Z,AC00296,19204759351,TX000049,event-001,4:45:00 PM,626.9,customer,dduan6@wisc.edu,Debit,138
user-123,user@example.com,Sacramento,124.6.134.78,1335.09,2025-04-14T18:00:00Z,AC00471,19204759351,TX000050,event-001,4:45:00 PM,22.01,customer,dduan6@wisc.edu,Credit,175
user-123,user@example.com,Kansas City,139.23.212.102,3907.54,2025-04-14T18:00:00Z,AC00159,19207503166,TX000051,event-001,4:59:00 PM,425.34,customer,jalarsen5@wisc.edu,Credit,121
user-123,user@example.com,Omaha,179.43.245.131,5183.85,2025-04-14T18:00:00Z,AC00482,15623103722,TX000052,event-001,5:45:00 PM,424.56,customer,rshart@wisc.edu,Debit,264
user-123,user@example.com,Virginia Beach,194.174.252.1,14904.9,2025-04-14T18:00:00Z,AC00115,19207503166,TX000053,event-001,4:45:00 PM,85.43,customer,jalarsen5@wisc.edu,Debit,145
user-123,user@example.com,San Diego,42.219.228.159,918.88,2025-04-14T18:00:00Z,AC00055,15623103722,TX000054,event-001,4:51:00 PM,169.5,customer,rshart@wisc.edu,Debit,142
user-123,user@example.com,Omaha,186.135.2.148,4477.78,2025-04-14T18:00:00Z,AC00419,17082055170,TX000055,event-001,5:47:00 PM,104.63,customer,jpconnell4@wisc.edu,Debit,90
user-123,user@example.com,Mesa,81.102.230.41,1324.03,2025-04-14T18:00:00Z,AC00374,16089822157,TX000056,event-001,5:53:00 PM,316.95,customer,wlee298@wisc.edu,Debit,83
user-123,user@example.com,Columbus,1.198.76.182,3534.93,2025-04-14T18:00:00Z,AC00271,16089822157,TX000057,event-001,5:52:00 PM,60.54,customer,wlee298@wisc.edu,Credit,52
user-123,user@example.com,Dallas,198.73.211.114,4638.37,2025-04-14T18:00:00Z,AC00456,19204759351,TX000058,event-001,5:37:00 PM,292.56,customer,dduan6@wisc.edu,Credit,61
user-123,user@example.com,Indianapolis,186.54.68.246,5630.61,2025-04-14T18:00:00Z,AC00143,15623103722,TX000059,event-001,4:18:00 PM,386.52,customer,rshart@wisc.edu,Debit,28
user-123,user@example.com,Kansas City,198.166.198.233,930.3,2025-04-14T18:00:00Z,AC00427,19204759351,TX000060,event-001,4:35:00 PM,112.07,customer,dduan6@wisc.edu,Debit,51
user-123,user@example.com,Indianapolis,27.143.109.203,5499.91,2025-04-14T18:00:00Z,AC00438,15623103722,TX000061,event-001,6:44:00 PM,568.52,customer,rshart@wisc.edu,Debit,152
user-123,user@example.com,Dallas,7.146.35.122,4175.02,2025-04-14T18:00:00Z,AC00002,16089822157,TX000062,event-001,4:07:00 PM,263.99,customer,wlee298@wisc.edu,Debit,227
user-123,user@example.com,Las Vegas,9.230.41.239,6651.62,2025-04-14T18:00:00Z,AC00425,15623103722,TX000063,event-001,4:48:00 PM,349.64,customer,rshart@wisc.edu,Debit,226
user-123,user@example.com,Philadelphia,125.225.212.244,8458.29,2025-04-14T18:00:00Z,AC00325,15623103722,TX000064,event-001,5:43:00 PM,601.4,customer,rshart@wisc.edu,Credit,104
user-123,user@example.com,Charlotte,155.164.18.235,13988.12,2025-04-14T18:00:00Z,AC00434,19204759351,TX000065,event-001,4:01:00 PM,5.77,customer,dduan6@wisc.edu,Debit,124
user-123,user@example.com,Nashville,145.246.171.225,2585.07,2025-04-14T18:00:00Z,AC00242,19204759351,TX000066,event-001,5:00:00 PM,201.33,customer,dduan6@wisc.edu,Credit,186
user-123,user@example.com,Indianapolis,92.214.76.157,3014.75,2025-04-14T18:00:00Z,AC00319,19204759351,TX000067,event-001,4:11:00 PM,298.42,customer,dduan6@wisc.edu,Debit,225
user-123,user@example.com,Albuquerque,131.41.45.13,1951.42,2025-04-14T18:00:00Z,AC00460,17082055170,TX000068,event-001,6:40:00 PM,521.06,customer,jpconnell4@wisc.edu,Debit,128
user-123,user@example.com,Austin,46.150.175.171,3665.77,2025-04-14T18:00:00Z,AC00461,16089822157,TX000069,event-001,4:34:00 PM,117.28,customer,wlee298@wisc.edu,Credit,16
user-123,user@example.com,Indianapolis,125.89.163.224,977.01,2025-04-14T18:00:00Z,AC00395,16089822157,TX000070,event-001,4:42:00 PM,189.12,customer,wlee298@wisc.edu,Credit,103
user-123,user@example.com,Atlanta,40.226.196.34,3846.28,2025-04-14T18:00:00Z,AC00217,15623103722,TX000071,event-001,4:12:00 PM,133.55,customer,rshart@wisc.edu,Debit,220
user-123,user@example.com,Dallas,65.164.3.100,6374.82,2025-04-14T18:00:00Z,AC00053,19207503166,TX000072,event-001,5:00:00 PM,143.21,customer,jalarsen5@wisc.edu,Debit,135
user-123,user@example.com,Boston,9.230.41.239,5866.01,2025-04-14T18:00:00Z,AC00282,19207503166,TX000073,event-001,6:20:00 PM,24.77,customer,jalarsen5@wisc.edu,Debit,55
user-123,user@example.com,Jacksonville,152.140.239.181,6537.62,2025-04-14T18:00:00Z,AC00110,19204759351,TX000074,event-001,4:54:00 PM,233.92,customer,dduan6@wisc.edu,Credit,280
user-123,user@example.com,Indianapolis,193.83.0.183,605.95,2025-04-14T18:00:00Z,AC00265,15623103722,TX000075,event-001,4:36:00 PM,1212.51,customer,rshart@wisc.edu,Debit,24
user-123,user@example.com,Omaha,156.173.170.140,6689.87,2025-04-14T18:00:00Z,AC00239,19204759351,TX000076,event-001,5:31:00 PM,232.12,customer,dduan6@wisc.edu,Debit,51
user-123,user@example.com,Kansas City,60.153.124.80,634.17,2025-04-14T18:00:00Z,AC00007,15623103722,TX000077,event-001,5:53:00 PM,162.63,customer,rshart@wisc.edu,Debit,113
user-123,user@example.com,Milwaukee,94.37.250.128,14676.05,2025-04-14T18:00:00Z,AC00022,16089822157,TX000078,event-001,4:32:00 PM,91.53,customer,wlee298@wisc.edu,Debit,69
user-123,user@example.com,Miami,162.198.218.92,1362.39,2025-04-14T18:00:00Z,AC00464,15623103722,TX000079,event-001,6:46:00 PM,120.29,customer,rshart@wisc.edu,Debit,77
user-123,user@example.com,Seattle,130.92.201.49,10528.34,2025-04-14T18:00:00Z,AC00014,17082055170,TX000080,event-001,6:54:00 PM,174.25,customer,jpconnell4@wisc.edu,Debit,67
user-123,user@example.com,Denver,86.103.2.29,552.52,2025-04-14T18:00:00Z,AC00406,15623103722,TX000081,event-001,6:22:00 PM,183.71,customer,rshart@wisc.edu,Debit,102
user-123,user@example.com,Phoenix,131.41.45.13,6451.96,2025-04-14T18:00:00Z,AC00445,15623103722,TX000082,event-001,5:13:00 PM,345.39,customer,rshart@wisc.edu,Credit,80
user-123,user@example.com,Detroit,21.97.154.92,4715.84,2025-04-14T18:00:00Z,AC00236,17082055170,TX000083,event-001,4:32:00 PM,922.55,customer,jpconnell4@wisc.edu,Debit,87
user-123,user@example.com,Denver,36.13.239.172,7176.86,2025-04-14T18:00:00Z,AC00220,17082055170,TX000084,event-001,4:34:00 PM,259.91,customer,jpconnell4@wisc.edu,Debit,170
user-123,user@example.com,San Diego,167.104.180.235,1523.72,2025-04-14T18:00:00Z,AC00140,19204759351,TX000085,event-001,4:40:00 PM,154.71,customer,dduan6@wisc.edu,Debit,157
user-123,user@example.com,Austin,165.114.224.47,8654.28,2025-04-14T18:00:00Z,AC00098,17082055170,TX000086,event-001,5:22:00 PM,1340.19,customer,jpconnell4@wisc.edu,Credit,30
user-123,user@example.com,Mesa,16.131.3.140,9869.93,2025-04-14T18:00:00Z,AC00303,16089822157,TX000087,event-001,5:27:00 PM,24.56,customer,wlee298@wisc.edu,Debit,69
user-123,user@example.com,Washington,8.243.4.138,10556.81,2025-04-14T18:00:00Z,AC00373,17082055170,TX000088,event-001,5:03:00 PM,568.07,customer,jpconnell4@wisc.edu,Debit,115
user-123,user@example.com,San Diego,132.127.5.187,12883.91,2025-04-14T18:00:00Z,AC00438,16089822157,TX000089,event-001,6:37:00 PM,9.61,customer,wlee298@wisc.edu,Credit,179
user-123,user@example.com,Kansas City,186.54.68.246,791.65,2025-04-14T18:00:00Z,AC00437,17082055170,TX000090,event-001,4:28:00 PM,392.96,customer,jpconnell4@wisc.edu,Debit,100
user-123,user@example.com,Milwaukee,101.223.82.253,4064.02,2025-04-14T18:00:00Z,AC00106,19204759351,TX000091,event-001,4:49:00 PM,716.93,customer,dduan6@wisc.edu,Credit,34
user-123,user@example.com,Kansas City,133.223.159.151,2929.91,2025-04-14T18:00:00Z,AC00310,15623103722,TX000092,event-001,4:36:00 PM,223.85,customer,rshart@wisc.edu,Debit,55
user-123,user@example.com,Houston,60.43.160.195,618.05,2025-04-14T18:00:00Z,AC00149,19207503166,TX000093,event-001,6:16:00 PM,230.66,customer,jalarsen5@wisc.edu,Debit,135
user-123,user@example.com,Los Angeles,168.36.49.167,1375.8,2025-04-14T18:00:00Z,AC00373,19207503166,TX000094,event-001,4:37:00 PM,442.12,customer,jalarsen5@wisc.edu,Debit,260
user-123,user@example.com,San Antonio,165.38.56.205,1143.52,2025-04-14T18:00:00Z,AC00425,19207503166,TX000095,event-001,4:05:00 PM,644.17,customer,jalarsen5@wisc.edu,Debit,72
user-123,user@example.com,Mesa,193.108.17.115,7708.41,2025-04-14T18:00:00Z,AC00010,19207503166,TX000096,event-001,4:16:00 PM,508.68,customer,jalarsen5@wisc.edu,Credit,127
user-123,user@example.com,San Francisco,175.230.206.232,1872.96,2025-04-14T18:00:00Z,AC00348,17082055170,TX000097,event-001,5:27:00 PM,858.63,customer,jpconnell4@wisc.edu,Credit,185
user-123,user@example.com,Louisville,62.152.134.92,201.04,2025-04-14T18:00:00Z,AC00011,17082055170,TX000098,event-001,5:08:00 PM,25.36,customer,jpconnell4@wisc.edu,Debit,78
user-123,user@example.com,Charlotte,149.84.108.18,2115.8,2025-04-14T18:00:00Z,AC00453,17082055170,TX000099,event-001,5:26:00 PM,147.62,customer,jpconnell4@wisc.edu,Debit,133
user-123,user@example.com,San Antonio,134.222.122.238,7643.66,2025-04-14T18:00:00Z,AC00178,16089822157,TX000100,event-001,4:19:00 PM,115.02,customer,wlee298@wisc.edu,Debit,175
user-123,user@example.com,Fort Worth,18.72.115.111,8901.93,2025-04-14T18:00:00Z,AC00265,19207503166,TX000101,event-001,5:23:00 PM,383.37,customer,jalarsen5@wisc.edu,Debit,24
user-123,user@example.com,El Paso,34.125.226.63,9383.43,2025-04-14T18:00:00Z,AC00018,15623103722,TX000102,event-001,4:18:00 PM,98.54,customer,rshart@wisc.edu,Credit,167
user-123,user@example.com,Fort Worth,21.28.32.1,1181.31,2025-04-14T18:00:00Z,AC00075,19207503166,TX000103,event-001,6:35:00 PM,83.24,customer,jalarsen5@wisc.edu,Credit,164
user-123,user@example.com,Virginia Beach,204.34.243.93,9418.86,2025-04-14T18:00:00Z,AC00464,17082055170,TX000104,event-001,4:29:00 PM,196.16,customer,jpconnell4@wisc.edu,Debit,146
user-123,user@example.com,Las Vegas,111.226.226.202,7954.92,2025-04-14T18:00:00Z,AC00170,17082055170,TX000105,event-001,4:36:00 PM,129.94,customer,jpconnell4@wisc.edu,Debit,235
user-123,user@example.com,Colorado Springs,96.115.67.230,9418.08,2025-04-14T18:00:00Z,AC00235,16089822157,TX000106,event-001,4:31:00 PM,306.9,customer,wlee298@wisc.edu,Debit,51
user-123,user@example.com,Seattle,115.218.48.83,6144.68,2025-04-14T18:00:00Z,AC00013,16089822157,TX000107,event-001,4:52:00 PM,114.98,customer,wlee298@wisc.edu,Debit,80
user-123,user@example.com,Sacramento,174.61.77.54,420.65,2025-04-14T18:00:00Z,AC00397,15623103722,TX000108,event-001,4:47:00 PM,756.59,customer,rshart@wisc.edu,Debit,17
user-123,user@example.com,Los Angeles,216.151.64.40,447.82,2025-04-14T18:00:00Z,AC00423,19204759351,TX000109,event-001,6:32:00 PM,503.76,customer,dduan6@wisc.edu,Debit,35
user-123,user@example.com,San Antonio,197.162.55.147,7981.45,2025-04-14T18:00:00Z,AC00154,16089822157,TX000110,event-001,4:37:00 PM,143.03,customer,wlee298@wisc.edu,Debit,147
user-123,user@example.com,Columbus,77.7.223.184,1829.9,2025-04-14T18:00:00Z,AC00068,19204759351,TX000111,event-001,4:13:00 PM,1045.22,customer,dduan6@wisc.edu,Debit,73
user-123,user@example.com,New York,44.197.126.59,985.06,2025-04-14T18:00:00Z,AC00318,15623103722,TX000112,event-001,4:29:00 PM,245.54,customer,rshart@wisc.edu,Debit,180
user-123,user@example.com,Dallas,143.212.47.226,8849.26,2025-04-14T18:00:00Z,AC00396,16089822157,TX000113,event-001,6:26:00 PM,254.37,customer,wlee298@wisc.edu,Credit,174
user-123,user@example.com,Dallas,51.250.122.123,3528.72,2025-04-14T18:00:00Z,AC00121,16089822157,TX000114,event-001,5:52:00 PM,213.76,customer,wlee298@wisc.edu,Credit,282
user-123,user@example.com,Fresno,188.124.181.12,480.16,2025-04-14T18:00:00Z,AC00336,19207503166,TX000115,event-001,4:52:00 PM,327.86,customer,jalarsen5@wisc.edu,Debit,104
user-123,user@example.com,San Diego,44.73.3.217,12145.27,2025-04-14T18:00:00Z,AC00468,15623103722,TX000116,event-001,4:43:00 PM,2.5,customer,rshart@wisc.edu,Debit,107
user-123,user@example.com,Austin,85.240.254.83,13546.75,2025-04-14T18:00:00Z,AC00282,17082055170,TX000117,event-001,5:02:00 PM,300.08,customer,jpconnell4@wisc.edu,Credit,47
user-123,user@example.com,Oklahoma City,101.90.40.193,5688.37,2025-04-14T18:00:00Z,AC00498,15623103722,TX000118,event-001,4:34:00 PM,56.98,customer,rshart@wisc.edu,Credit,122
user-123,user@example.com,Boston,98.255.160.110,8346.64,2025-04-14T18:00:00Z,AC00085,16089822157,TX000119,event-001,4:11:00 PM,407.65,customer,wlee298@wisc.edu,Debit,62
user-123,user@example.com,Fresno,124.6.134.78,6481.04,2025-04-14T18:00:00Z,AC00092,15623103722,TX000120,event-001,5:09:00 PM,115.83,customer,rshart@wisc.edu,Debit,167
user-123,user@example.com,Houston,45.64.74.86,1651.33,2025-04-14T18:00:00Z,AC00295,19204759351,TX000121,event-001,4:17:00 PM,53.57,customer,dduan6@wisc.edu,Debit,121
user-123,user@example.com,Detroit,69.82.61.135,11174.94,2025-04-14T18:00:00Z,AC00358,19207503166,TX000122,event-001,4:02:00 PM,63.34,customer,jalarsen5@wisc.edu,Credit,165
user-123,user@example.com,Detroit,79.227.202.117,145.5,2025-04-14T18:00:00Z,AC00311,16089822157,TX000123,event-001,5:29:00 PM,317.87,customer,wlee298@wisc.edu,Debit,91
user-123,user@example.com,Portland,26.240.219.199,4172.57,2025-04-14T18:00:00Z,AC00066,19207503166,TX000124,event-001,5:26:00 PM,331.65,customer,jalarsen5@wisc.edu,Debit,61
user-123,user@example.com,Washington,63.67.150.226,5558.36,2025-04-14T18:00:00Z,AC00340,19207503166,TX000125,event-001,4:38:00 PM,5.04,customer,jalarsen5@wisc.edu,Debit,41
user-123,user@example.com,Detroit,195.226.203.234,11151.53,2025-04-14T18:00:00Z,AC00284,19207503166,TX000126,event-001,5:46:00 PM,214.54,customer,jalarsen5@wisc.edu,Credit,247
user-123,user@example.com,Philadelphia,92.214.76.157,1415.52,2025-04-14T18:00:00Z,AC00208,17082055170,TX000127,event-001,4:48:00 PM,598.81,customer,jpconnell4@wisc.edu,Debit,158
user-123,user@example.com,Tucson,101.223.82.253,1103.64,2025-04-14T18:00:00Z,AC00176,17082055170,TX000128,event-001,5:34:00 PM,841.28,customer,jpconnell4@wisc.edu,Debit,80
user-123,user@example.com,Mesa,77.21.150.75,303.68,2025-04-14T18:00:00Z,AC00053,15623103722,TX000129,event-001,4:07:00 PM,38.15,customer,rshart@wisc.edu,Debit,108
user-123,user@example.com,San Antonio,53.218.177.171,5541.57,2025-04-14T18:00:00Z,AC00320,15623103722,TX000130,event-001,4:39:00 PM,1036.66,customer,rshart@wisc.edu,Debit,144
user-123,user@example.com,Oklahoma City,147.234.20.46,6309.8,2025-04-14T18:00:00Z,AC00382,19207503166,TX000131,event-001,5:14:00 PM,124.72,customer,jalarsen5@wisc.edu,Debit,105
user-123,user@example.com,San Antonio,203.99.96.114,5133.61,2025-04-14T18:00:00Z,AC00384,15623103722,TX000132,event-001,5:13:00 PM,302.45,customer,rshart@wisc.edu,Credit,40
user-123,user@example.com,Louisville,65.27.212.129,9344.98,2025-04-14T18:00:00Z,AC00203,19207503166,TX000133,event-001,5:10:00 PM,208.04,customer,jalarsen5@wisc.edu,Debit,273
user-123,user@example.com,Los Angeles,85.240.254.83,1117.97,2025-04-14T18:00:00Z,AC00498,17082055170,TX000134,event-001,5:27:00 PM,5.77,customer,jpconnell4@wisc.edu,Credit,254
user-123,user@example.com,Albuquerque,62.251.170.72,11835.35,2025-04-14T18:00:00Z,AC00349,15623103722,TX000135,event-001,4:46:00 PM,381.33,customer,rshart@wisc.edu,Debit,75
user-123,user@example.com,Milwaukee,161.177.41.214,14401.17,2025-04-14T18:00:00Z,AC00177,19204759351,TX000136,event-001,4:59:00 PM,16.16,customer,dduan6@wisc.edu,Debit,124
user-123,user@example.com,Oklahoma City,138.87.180.254,1748.69,2025-04-14T18:00:00Z,AC00284,19204759351,TX000137,event-001,5:21:00 PM,486.08,customer,dduan6@wisc.edu,Debit,68
user-123,user@example.com,San Antonio,203.99.96.114,1000.46,2025-04-14T18:00:00Z,AC00272,19207503166,TX000138,event-001,4:53:00 PM,336.39,customer,jalarsen5@wisc.edu,Debit,18
user-123,user@example.com,Seattle,100.4.40.132,6810.05,2025-04-14T18:00:00Z,AC00405,19204759351,TX000139,event-001,4:07:00 PM,997.43,customer,dduan6@wisc.edu,Debit,118
user-123,user@example.com,Chicago,45.182.28.148,263.98,2025-04-14T18:00:00Z,AC00385,19207503166,TX000140,event-001,4:09:00 PM,234.57,customer,jalarsen5@wisc.edu,Debit,120
user-123,user@example.com,Chicago,18.72.115.111,5442.76,2025-04-14T18:00:00Z,AC00403,15623103722,TX000141,event-001,6:38:00 PM,6,customer,rshart@wisc.edu,Debit,246
user-123,user@example.com,Detroit,121.67.144.20,2037.85,2025-04-14T18:00:00Z,AC00114,15623103722,TX000142,event-001,4:50:00 PM,1049.92,customer,rshart@wisc.edu,Debit,21
